type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,11490,,Radioelementli chiplarni yer usti sharoitida montaj qilish uskunasi operatori,Радиоэлементли чипларни ер усти шароитида монтаж қилиш ускунаси оператори,Оператор установки поверхностного монтажа чипов радиоэлементов,Radioelementli chiplardı jer usti sharoitida montaj qılıw úskenesi operatorı,false
PROFESSION,11491,,Sim va kabellarni o’rovchi,Сим ва кабелларни ўровчи,Оплетчик проводов и кабелей,Sım hám kabellardı orawshı,false
PROFESSION,11492,,Kabellar va simlarni plastik va rezinalar bilan qoplovchi,Кабеллар ва симларни пластик ва резиналар билан қопловчи,Опрессовщик кабелей и проводов пластиками и резиной,Kabellar hám simlardı plastik hám rezinalar menen qoplawshı,false
PROFESSION,11493,,Kabellarni qo’rg’oshin yoki alyuminiy bilan qoplovchi,Кабелларни қўрғошин ёки алюминий билан қопловчи,Опрессовщик кабелей свинцом или алюминием,Kabellardı qórǵoshin yoki alyuminiy menen qoplawshı,false
PROFESSION,11494,,Radiodetallarni kavsharlovchi,Радиодеталларни кавшарловчи,Паяльщик радиодеталей,Radiodetallardı kavsharlawshı,false
PROFESSION,11495,,Qaytao’rovchi,Қайтаўровчи,Перемотчик,Qaytaórovshı,false
PROFESSION,11496,,Elektroizolyatsion materiallarni qayta o’rovchi,Электроизоляцион материалларни қайта ўровчи,Перемотчик электроизоляционных материалов,Elektroizolyatsion materiallardı qayta orawshı,false
PROFESSION,11497,,Elektr mashinalar seksiyalari va g’altaklarini tortuvchi,Электр машиналар секциялари ва ғалтакларини тортувчи,Растяжчик секций и катушек электрических машин,Elektr mashinalar seksiyaları hám ǵaltakların tortıwshı,false
PROFESSION,11498,,To’g’rilagichlarni yig’uvchi,Тўғрилагичларни йиғувчи,Сборщик выпрямителей,Tóǵrilagichlardı jıynawshı,false
PROFESSION,11499,,Gal’vanik elementlar va batareyalarni yig’uvchi,Гальваник элементлар ва батареяларни йиғувчи,Сборщик гальванических элементов и батарей,Gal'vanik elementlar hám batareyalardı jıynawshı,false
PROFESSION,11500,,Buyumlarni yig’uvchi,Буюмларни йиғувчи,Сборщик изделий,Buyımlardı jıynawshı,false
PROFESSION,11501,,Elektron texnika buyumlarini yig’uvchi,Электрон техника буюмларини йиғувчи,Сборщик изделий электронной техники,Elektron texnika buyımların jıynawshı,false
PROFESSION,11552,,Gugurt qutichasini surkovchi,Гугурт қутичасини сурковчи,Намазчик спичечных коробок,Gugurt qutichasini surkovshı,false
PROFESSION,11502,,Transformatorlar o’ramlarini yig’uvchi,Трансформаторлар ўрамларини йиғувчи,Сборщик обмоток трансформаторов,Transformatorlar óramların jıynawshı,false
PROFESSION,11503,,Kondensatorlar paketlarini yig’uvchi,Конденсаторлар пакетларини йиғувчи,Сборщик пакетов конденсаторов,Kondensatorlar paketların jıynawshı,false
PROFESSION,11504,,Radiodetallarni yig’uvchi,Радиодеталларни йиғувчи,Сборщик радиодеталей,Radiodetallardı jıynawshı,false
PROFESSION,11505,,"Simob-rux, magniyli va tokning boshqa manbalarini yig’uvchi","Симоб-рух, магнийли ва токнинг бошқа манбаларини йиғувчи","Сборщик ртутно-цинковых, магниевых и других источников тока","Simob-rux, magniyli hám toknıń basqa manbaların jıynawshı",false
PROFESSION,11506,,Simobli to’g’rilagichlarni yig’uvchi,Симобли тўғрилагичларни йиғувчи,Сборщик ртутных выпрямителей,Simobli tóǵrilagichlardı jıynawshı,false
PROFESSION,11507,,Qo’rg’oshinli batareya va akkumulyatorlarni yig’uvchi,Қўрғошинли батарея ва аккумуляторларни йиғувчи,Сборщик свинцовых аккумуляторов и батарей,Qórǵoshinli batareya hám akkumulyatorlardı jıynawshı,false
PROFESSION,11508,,Transformator o’zaklarini yig’uvchi,Трансформатор ўзакларини йиғувчи,Сборщик сердечников трансформаторов,Transformator ózakların jıynawshı,false
PROFESSION,11509,,Kuchli tok kondensatorlarini yig’uvchi,Кучли ток конденсаторларини йиғувчи,Сборщик сильноточных конденсаторов,Kuchli tok kondensatorların jıynawshı,false
PROFESSION,11510,,Tokni chegaralovchi reaktorlarni yig’uvchi,Токни чегараловчи реакторларни йиғувчи,Сборщик токоограничивающих реакторов,Tokni chegaralawshı reaktorlardı jıynawshı,false
PROFESSION,11511,,Transformatorlarni yig’uvchi,Трансформаторларни йиғувчи,Сборщик трансформаторов,Transformatorlardı jıynawshı,false
PROFESSION,11512,,Ishqorli batareyalar va akkumulyatorlarni yig’uvchi,Ишқорли батареялар ва аккумуляторларни йиғувчи,Сборщик щелочных аккумуляторов и батарей,Ishqorli batareyalar hám akkumulyatorlardı jıynawshı,false
PROFESSION,11513,,Elektrik mashina va apparatlarni yig’uvchi,Электрик машина ва аппаратларни йиғувчи,Сборщик электрических машин и аппаратов,Elektrik mashina hám apparatlardı jıynawshı,false
PROFESSION,11514,,Elektr o’yinlarni yig’uvchi,Электр ўйинларни йиғувчи,Сборщик электроигр,Elektr óyinlardı jıynawshı,false
PROFESSION,11515,,Elektr o’lchov priborlarini yig’uvchi,Электр ўлчов приборларини йиғувчи,Сборщик электроизмерительных приборов,Elektr ólchov priborların jıynawshı,false
PROFESSION,11517,,Rangli kineskoplar ishlab chiqarishda yig’uvchi-montajchi,Рангли кинескоплар ишлаб чиқаришда йиғувчи-монтажчи,Сборщик-монтажник в производстве цветных кинескопов,Reńli kineskoplar óndiriste jıynawshı-montajshı,false
PROFESSION,11518,,Magnit sistemalarini yig’uvchi-sozlovchi,Магнит системаларини йиғувчи-созловчи,Сборщик-настройщик магнитных систем,Magnit sistemaların jıynawshı-sazlawshı,false
PROFESSION,11519,,Transformator g’altaklarini yig’uvchi -ajratuvchi,Трансформатор ғалтакларини йиғувчи -ажратувчи,Сборщик-отдельщик катушек трансформаторов,Transformator ǵaltakların jıynawshı -ajıratıwshı,false
PROFESSION,11520,,Kabel’ ishlab chiqarishi mahsulotlarini o’rovchi,Кабель ишлаб чиқариши маҳсулотларини ўровчи,Скрутчик изделий кабельного производства,Kabel' ishlab chiqarishi ónimlerin orawshı,false
PROFESSION,11521,,Kabel’ o’zagini o’rovchi-izolyatsiyalovchi,Кабель ўзагини ўровчи-изоляцияловчи,Скрутчик-изолировщик жил и кабеля,Kabel' ózagini orawshı-izolyatsiyalawshı,false
PROFESSION,11522,,Kabel’ elementlarini o’rovchi-izolyatsiyalovchi,Кабель элементларини ўровчи-изоляцияловчи,Скрутчик-изолировщик элементов кабеля связи,Kabel' elementların orawshı-izolyatsiyalawshı,false
PROFESSION,11523,,Aviatsiya priborlarini yig’uvchi-chilangar,Авиация приборларини йиғувчи-чилангар,Слесарь-сборщик авиационных приборов,Aviaciya priborların jıynawshı-slesar,false
PROFESSION,11524,,Maishiy texnikalarni yig’uvchi-chilangar,Маиший техникаларни йиғувчи-чилангар,Слесарь-сборщик бытовой техники,Turmıslıq texnikalardı jıynawshı-slesar,false
PROFESSION,11551,,Keramik plitkalarni gilamdek teruvchi,Керамик плиткаларни гиламдек терувчи,Наборщик керамических плиток в ковры,Keramikalıq plitkalardı gilamdek terıwshı,false
PROFESSION,11525,,Radioelektron apparatura va priborlarni yig’uvchi-chilangar,Радиоэлектрон аппаратура ва приборларни йиғувчи-чилангар,Слесарь-сборщик радиоэлектронной аппаратуры и приборов,Radioelektron apparatura hám priborlardı jıynawshı-slesar,false
PROFESSION,11526,,Kabellarni stabilizirovkachi,Кабелларни стабилизировкачи,Стабилизировщик кабелей,Kabellardı stabilizirovkashı,false
PROFESSION,11527,,Kabel’ buyumlari qobug’ini oluvchi,Кабель буюмлари қобуғини олувчи,Съемщик оболочек с кабельных изделий,Kabel' buyımları qobuǵini alıwshı,false
PROFESSION,11528,,Izolyatsion materialni zichlovchi,Изоляцион материални зичловчи,Трамбовщик изоляционного материала,Izolyatsion materialni zichlawshı,false
PROFESSION,11529,,"Simlar, o’tkazgichlar va kabellarni ekranlovchi","Симлар, ўтказгичлар ва кабелларни экранловчи","Экранировщик жил, проводов и кабелей","Simlar, ótkazgichlar hám kabellardı ekranlawshı",false
PROFESSION,11530,,Lamelsiz akkumulyatorlar va elementlar bo’yicha elektrodchi,Ламелсиз аккумуляторлар ва элементлар бўйича электродчи,Электродчик безламельных аккумуляторов и элементов,Lamelsiz akkumulyatorlar hám elementlar boyınsha elektrodshı,false
PROFESSION,11531,,Lamelli akkumulyatorlar va elementlar bo’yicha elektrodchi,Ламелли аккумуляторлар ва элементлар бўйича электродчи,Электродчик ламельных аккумуляторов и элементов,Lamelli akkumulyatorlar hám elementlar boyınsha elektrodshı,false
PROFESSION,11533,,O’yinchoq yarim tayyor mahsulotlarini tayyorlovchi,Ўйинчоқ ярим тайёр маҳсулотларини тайёрловчи,Заготовщик полуфабрикатов для игрушек,Óyinchoq yarim tayar ónimlerin tayarlawshı,false
PROFESSION,11534,,Rezina buyumlar va detallarni tayyorlovchi,Резина буюмлар ва деталларни тайёрловчи,Заготовщик резиновых изделий и деталей,Rezina buyımlar hám detallardı tayarlawshı,false
PROFESSION,11535,,Muhandislik buyumlari takelaji tanavorchisi,Муҳандислик буюмлари такелажи танаворчиси,Заготовщик такелажа инженерного имущества,Muhandislıq buyımları takelaji tanavorshısı,false
PROFESSION,11536,,SHinalarni ta’mirlash uchun materiallarni tayyorlovchi,Шиналарни таъмирлаш учун материалларни тайёрловчи,Заготовщик шиноремонтных материалов,SHinalardı ońlaw ushın materiallardı tayarlawshı,false
PROFESSION,11537,,Rezina buyumlarni yopishtiruvchi,Резина буюмларни ёпиштирувчи,Закатчик маканых изделий,Rezina buyımlardı yopishtirıwshı,false
PROFESSION,11538,,Ko’piradigan materiallardan buyum tayyorlovchi,Кўпирадиган материаллардан буюм тайёрловчи,Изготовитель изделий из вспенивающихся материалов,Kópiradigan materiallardan buyım tayarlawshı,false
PROFESSION,11540,,TSelyuloza ishlab chiqarishda qolip tayyorlovchi,Целюлоза ишлаб чиқаришда қолип тайёрловчи,Изготовитель форм в производстве целлюлозы,TSelyuloza óndiriste qolip tayarlawshı,false
PROFESSION,11541,,Nur o’tkazgichlarni izolyatsiyalovchi,Нур ўтказгичларни изоляцияловчи,Изолировщик световодов,Nur ótkazgichlardı izolyatsiyalawshı,false
PROFESSION,11542,,Zanjirlarni kalibrlovchi,Занжирларни калибрловчи,Калибровщик цепей,Zanjirlardı kalibrlawshı,false
PROFESSION,11543,,Ebonit buyumlarni yelimlovchi,Эбонит буюмларни елимловчи,Клейщик эбонитовых изделий,Ebonit buyımlardı yelimlawshı,false
PROFESSION,11544,,Tekshiruvchi,Текширувчи,Контролер,Tekseriwshi,false
PROFESSION,11545,,Rentgenospektral tahlil laboranti,Рентгеноспектрал таҳлил лаборанти,Лаборант рентгеноспектрального анализа,Rentgenospektral tallaw laborantı,false
PROFESSION,11546,,Globuslarni laklovchi,Глобусларни лакловчи,Лакировщик глобусов,Globuslardı laklawshı,false
PROFESSION,11547,,Kislorod stansiyasi mexanigi,Кислород станцияси механиги,Механик кислородной станции,Kislorod stanciyası mexanigi,false
PROFESSION,11548,,Maxsus bosh kiyim apparatlarini biriktiruvchi,Махсус бош кийим аппаратларини бириктирувчи,Монтажник аппаратуры специальных головных уборов,Arnawlı bas kiyim apparatların biriktirıwshı,false
PROFESSION,11549,,Ventillar o’rnatuvchisi,Вентиллар ўрнатувчиси,Монтировщик вентилей,Ventillar órnatuvshısı,false
PROFESSION,11553,,Serpantin o’rovchi,Серпантин ўровчи,Намотчик серпантина,Serpantin orawshı,false
PROFESSION,11554,,Rezina buyumlarni kesuvchi,Резина буюмларни кесувчи,Обрезчик резиновых изделий,Rezina buyımlardı kesiwshi,false
PROFESSION,11555,,Asbometall plitalarni yig’uvchi,Асбометалл плиталарни йиғувчи,Сборщик асбометаллических листов,Asbometall plitalardı jıynawshı,false
PROFESSION,11556,,Bandajsiz shinalarni yig’uvchi,Бандажсиз шиналарни йиғувчи,Сборщик безбандажных шин,Bandajsiz shinalardı jıynawshı,false
PROFESSION,11557,,Brasletlar va brekerlarni yig’uvchi,Браслетлар ва брекерларни йиғувчи,Сборщик браслетов и брекеров,Brasletlar hám brekerlardı jıynawshı,false
PROFESSION,11558,,Qog’oz buyumlarni yig’uvchi,Қоғоз буюмларни йиғувчи,Сборщик бумажных изделий,Qaǵaz buyımlardı jıynawshı,false
PROFESSION,11559,,Qayta tiklanadigan pokrishkalarni yig’uvchi,Қайта тикланадиган покришкаларни йиғувчи,Сборщик восстанавливаемых покрышек,Qayta tiklanadigan pokrishkalardı jıynawshı,false
PROFESSION,11562,,Konstrkutsiya va buyumlarni yig’uvchi,Констркуция ва буюмларни йиғувчи,Сборщик изделий и конструкций,Konstrkutsiya hám buyımlardı jıynawshı,false
PROFESSION,11563,,YOg’ochdan buyumlar yig’uvchi,Ёғочдан буюмлар йиғувчи,Сборщик изделий из древесины,YOǵochdan buyımlar jıynawshı,false
PROFESSION,11564,,Plastmassadan buyumlar yig’uvchi,Пластмассадан буюмлар йиғувчи,Сборщик изделий из пластмасс,Plastmassadan buyımlar jıynawshı,false
PROFESSION,11565,,Kichik gabaritli magnitofon lar uchun kassetalar yig’uvchi,Кичик габаритли магнитофон лар учун кассеталар йиғувчи,Сборщик кассет для малогабаритных магнитофонов,Kishi gabaritli magnitofon lar ushın kassetalar jıynawshı,false
PROFESSION,11566,,Dorivor o’simliklarni yig’uvchi,Доривор ўсимликларни йиғувчи,Сборщик лекарственных растений,Dorivor ósimliklardı jıynawshı,false
PROFESSION,11567,,Metall cho’tkalarni yig’uvchi,Металл чўткаларни йиғувчи,Сборщик металлических щеток,Metall chótkalardı jıynawshı,false
PROFESSION,11568,,Plastik kemalarni yig’uvchi,Пластик кемаларни йиғувчи,Сборщик пластмассовых судов,Plastik kemalardı jıynawshı,false
PROFESSION,11867,,Kir yuvuvchi,Кир ювувчи,Прачка,Kir juwıwshı,false
PROFESSION,11569,,SHishani ramkalash bo’yicha yig’uvchi,Шишани рамкалаш бўйича йиғувчи,Сборщик по обрамлению стекла,Shiysheyi ramkalash boyınsha jıynawshı,false
PROFESSION,11570,,Pokrishkalarni yig’uvchi,Покришкаларни йиғувчи,Сборщик покрышек,Pokrishkalardı jıynawshı,false
PROFESSION,11571,,Tiqinli buyumlarni yig’uvchi,Тиқинли буюмларни йиғувчи,Сборщик пробковых изделий,Tiqinli buyımlardı jıynawshı,false
PROFESSION,11572,,Mahsulotni aerozol upakovkada yig’uvchi,Маҳсулотни аэрозол упаковкада йиғувчи,Сборщик продукции в аэрозольной упаковке,Ónimdi aerozol upakovkada jıynawshı,false
PROFESSION,11573,,Rezinotexnik buyumlarni yig’uvchi,Резинотехник буюмларни йиғувчи,Сборщик резиновых технических изделий,Rezinotexnik buyımlardı jıynawshı,false
PROFESSION,11574,,SHisha buyumlarni yig’uvchi,Шиша буюмларни йиғувчи,Сборщик стеклоизделий,Shiyshe buyımlardı jıynawshı,false
PROFESSION,11575,,SHisha paketlarni yig’uvchi,Шиша пакетларни йиғувчи,Сборщик стеклопакетов,Shiyshe paketlardı jıynawshı,false
PROFESSION,11576,,Teploizolyatsion konstruksiyalarni yig’uvchi,Теплоизоляцион конструкцияларни йиғувчи,Сборщик теплоизоляционных конструкций,Teploizolyatsion konstruksiyalardı jıynawshı,false
PROFESSION,11577,,Termoslarni yig’uvchi,Термосларни йиғувчи,Сборщик термосов,Termoslardı jıynawshı,false
PROFESSION,11578,,CHinni va fayans buyumlarni yig’uvchi,Чинни ва фаянс буюмларни йиғувчи,Сборщик фарфоровых и фаянсовых изделий,Farfor hám fayans buyımlardı jıynawshı,false
PROFESSION,11579,,Kimyo apparatlari va qurilmalarini yig’uvchi,Кимё аппаратлари ва қурилмаларини йиғувчи,Сборщик химаппаратуры и химоборудувания,Ximiya apparatları hám qurılmaların jıynawshı,false
PROFESSION,11580,,Fanerdan qilingan chamadonlarni yig’uvchi,Фанердан қилинган чамадонларни йиғувчи,Сборщик чемоданов из фанеры,Fanerdan qilingan chamadonlardı jıynawshı,false
PROFESSION,11581,,SHinopnevmatik muftalarni yig’uvchi,Шинопневматик муфталарни йиғувчи,Сборщик шинопневматических муфт,SHinopnevmatik muftalardı jıynawshı,false
PROFESSION,11582,,SHtempellarni yig’uvchi,Штемпелларни йиғувчи,Сборщик штемпелей,SHtempellardı jıynawshı,false
PROFESSION,11583,,Elektr keramik buyumlar yig’uvchisi,Электр керамик буюмлар йиғувчиси,Сборщик электрокерамических изделий,Elektr keramikalıq buyımlar yiǵuvshısı,false
PROFESSION,11584,,"CHinni, keramik va fayans buyumlarni yopishtiruvchi","Чинни, керамик ва фаянс буюмларни ёпиштирувчи","Склейщик керамических, фарфоровых и фаянсовых изделий","Farfor, keramikalıq hám fayans buyımlardı yopishtirıwshı",false
PROFESSION,11585,,Elektrokeramik buyumlarni yopishtiruvchi,Электрокерамик буюмларни ёпиштирувчи,Склейщик электрокерамических изделий,Elektrokeramik buyımlardı yopishtirıwshı,false
PROFESSION,11586,,O’to’chirgichlarni ta’mirlash va qayta zaryadlash bo’yicha chilangar,Ўтўчиргичларни таъмирлаш ва қайта зарядлаш бўйича чилангар,Слесарь по ремонту и перезарядке огнетущителей,Ótóchirgichlardı ońlaw hám qayta zaryadlash boyınsha slesar,false
PROFESSION,11587,,Yig’ish mashinalari chilangari,Йиғиш машиналари чилангари,Слесарь сборочных машин,Jıynaw mashinaları chilangari,false
PROFESSION,11588,,Quyuvchi-to’kuvchi,Қуювчи-тўкувчи,Сливщик-разливщик,Quyıwshı-tókıwshı,false
PROFESSION,11589,,Podshipnik detallarini xillovchi,Подшипник деталларини хилловчи,Сортировщик деталей подшипников,Podshipnik detalların túrlewshi,false
PROFESSION,11590,,Qurituvchi (tog’-kon ishlarida),Қуритувчи (тоғ-кон ишларида),Сушильщик (горные работы),Keptiriwshi (toǵ-kán jumıslarında),false
PROFESSION,11591,,Buyumlarni qurituvchi (remiz-berdo ishlab chiqarish),Буюмларни қуритувчи (ремиз-бердо ишлаб чиқариш),Сушильщик изделий (ремизо-бердное производство),Buyımlardı keptiriwshi (remiz-berdo óndiris),false
PROFESSION,11592,,Bort xalqalari flipperlovchisi,Борт халқалари флипперловчиси,Флипперовщик бортовых колец,Bort xalqaları flipperlawshısı,false
PROFESSION,11593,,Drezina haydovchisi,Дрезина ҳайдовчиси,Водитель дрезины,Drezina aydawshısı,false
PROFESSION,11594,,Avtomotris mashinisti,Автомотрис машинисти,Машинист автомотрисы,Avtomotris mashinisti,false
PROFESSION,11595,,Dizel’ poyezd mashinisti,Дизель поезд машинисти,Машинист дизельпоезда,Dizel' poyız mashinisti,false
PROFESSION,11596,,Temir yo’lni dinamik stabillash mashinisti,Темир йўлни динамик стабиллаш машинисти,Машинист динамического стабилизатора пути,Temir yólni dinamik stabillash mashinisti,false
PROFESSION,11597,,Lokomotiv mashinisti,Локомотив машинисти,Машинист локомотива,Lokomotiv mashinisti,false
PROFESSION,11598,,Motovoz mashinisti,Мотовоз машинисти,Машинист мотовоза,Motovoz mashinisti,false
PROFESSION,11599,,Parovoz mashinisti,Паровоз машинисти,Машинист паровоза,Parovoz mashinisti,false
PROFESSION,11600,,Quyish poyezdi mashinisti,Қуйиш поезди машинисти,Машинист поливочного поезда,Quyıw poyezdi mashinisti,false
PROFESSION,11601,,Yo’l strugi mashinisti,Йўл струги машинисти,Машинист путевого струга,Jol strugi mashinisti,false
PROFESSION,11602,,Temir yo’llarni ta’mirlash letuchkasi mashinisti,Темир йўлларни таъмирлаш летучкаси машинисти,Машинист путеремонтной летучки,Temir yóllardı ońlaw letuchkasi mashinisti,false
PROFESSION,11603,,Temir yo’lni rixtovkalash mashinasi mashinisti,Темир йўлни рихтовкалаш машинаси машинисти,Машинист путерихтовочной машины,Temir yólni rixtovkalash mashinası mashinisti,false
PROFESSION,11604,,Tor temir yo’l yotqizuvchi mashinisti,Тор темир йўл ётқизувчи машинисти,Машинист путеукладочной узкой колеи,Tor temir jol yotqizıwshı mashinisti,false
PROFESSION,11605,,Keng temir yo’l yotqizuvchi mashinisti,Кенг темир йўл ётқизувчи машинисти,Машинист путеукладчика широкой колеи,Keng temir jol yotqizıwshı mashinisti,false
PROFESSION,11606,,Rel’spayvandlash o’ziyurar mashina mashinisti,Рельспайвандлаш ўзиюрар машина машинисти,Машинист рельсосварочной самоходной машины,Rel'spayvandlash óziyurar mashina mashinisti,false
PROFESSION,11607,,Rel’staxlagich mashinisti,Рельстахлагич машинисти,Машинист рельсоукладчика,Rel'staxlagich mashinisti,false
PROFESSION,11608,,Rel’sjilvirlash poyezdi mashinisti,Рельсжилвирлаш поезди машинисти,Машинист рельсошлифовального поезда,Rel'sjilvirlash poyezdi mashinisti,false
PROFESSION,11609,,O’ziyurar og’irlik tekshirish vagoni mashinisti,Ўзиюрар оғирлик текшириш вагони машинисти,Машинист самоходного весоповерочного вагона,Óziyurar oǵirlıq tekseriw vagoni mashinisti,false
PROFESSION,11610,,Rel’s pletlarini eltishga mo’ljallangan maxsus sostav mashinisti,Рельс плетларини элтишга мўлжалланган махсус состав машинисти,Машинист спецсостава для транспортировки рельсовых плетей,Rel's pletların eltishga móljallangan arnawlı sostav mashinisti,false
PROFESSION,11611,,Teplovoz mashinisti,Тепловоз машинисти,Машинист тепловоза,Teplovoz mashinisti,false
PROFESSION,11612,,Tortish agregati mashinisti,Тортиш агрегати машинисти,Машинист тягового агрегата,Tortish agregatı mashinisti,false
PROFESSION,11636,,Poyezd tuzuvchi yordamchisi,Поезд тузувчи ёрдамчиси,Помощник составителя поездов,Poyız dúziwshi járdemshisi,false
PROFESSION,11613,,Refrijeratorli ko’chma sostavni ta’minlash qurilmasi mashinisti,Рефрижераторли кўчма составни таъминлаш қурилмаси машинисти,Машинист установки по экипировке рефрижераторного подвижного состава,Refrijeratorli kóchma sostavni támiyinlew qurılması mashinisti,false
PROFESSION,11614,,SHpallarni biriktirish mashinasi mashinisti,Шпалларни бириктириш машинаси машинисти,Машинист шпалоподбивочной машины,SHpallardı biriktirish mashinası mashinisti,false
PROFESSION,11615,,Elektrovoz mashinisti,Электровоз машинисти,Машинист электровоза,Elektrovoz mashinisti,false
PROFESSION,11616,,Metallurgik sex elektrovozi mashinisti,Металлургик цех электровози машинисти,Машинист электровоза металлургического цеха,Metallurgik cex elektrovozi mashinisti,false
PROFESSION,11617,,Elektroko’chma sostav mashinisti,Электрокўчма состав машинисти,Машинист электроподвижного состава,Elektrokóchma sostav mashinisti,false
PROFESSION,11618,,Elektropoyezd mashinisti,Электропоезд машинисти,Машинист электропоезда,Elektropoyezd mashinisti,false
PROFESSION,11902,,CHo’kindichi,Чўкиндичи,Шлиховщик,CHókindishı,false
PROFESSION,11619,,Sovutish qurilmalarida motorchi (mashinist),Совутиш қурилмаларида моторчи (машинист),Моторист (машинист) рефрижераторных установок,Suwıtıw qurilmalarida motorshı (mashinist),false
PROFESSION,11620,,Dizelpoyezd mashinisti yordamchisi,Дизелпоезд машинисти ёрдамчиси,Помощник машиниста дизельпоезда,Dizelpoyezd mashinisti járdemshisi,false
PROFESSION,11621,,Lokomotiv mashinisti yordamchisi,Локомотив машинисти ёрдамчиси,Помощник машиниста локомотива,Lokomotiv mashinisti járdemshisi,false
PROFESSION,11622,,Parovoz mashinisti yordamchisi,Паровоз машинисти ёрдамчиси,Помощник машиниста паровоза,Parovoz mashinisti járdemshisi,false
PROFESSION,11623,,Teplovoz mashinisti yordamchisi,Тепловоз машинисти ёрдамчиси,Помощник машиниста тепловоза,Teplovoz mashinisti járdemshisi,false
PROFESSION,11624,,Elektrovoz mashinisti yordamchisi,Электровоз машинисти ёрдамчиси,Помощник машиниста электровоза,Elektrovoz mashinisti járdemshisi,false
PROFESSION,11625,,Elektr ko’chma sostav mashinisti yordamchisi,Электр кўчма состав машинисти ёрдамчиси,Помощник машиниста электроподвижного состава,Elektr kóchma sostav mashinisti járdemshisi,false
PROFESSION,11626,,Elektrpoyezd mashinisti yordamchisi,Электрпоезд машинисти ёрдамчиси,Помощник машиниста электропоезда,Elektrpoyezd mashinisti járdemshisi,false
PROFESSION,11627,,Pereyezd navbatchisi,Переезд навбатчиси,Дежурный по переезду,Pereyezd náwbettshisi,false
PROFESSION,11628,,Strelka posti navbatchisi,Стрелка пости навбатчиси,Дежурный стрелочного поста,Strelka posti náwbettshisi,false
PROFESSION,11629,,Eskalator yonidagi navbatchi,Эскалатор ёнидаги навбатчи,Дежурный у эскалатора,Eskalator yonidagi náwbettshi,false
PROFESSION,11653,,Haydovchi-mexanik,Ҳайдовчи-механик,Водитель-механик,Aydawshı-mexanik,false
PROFESSION,11630,,Strelkali o’tkazmalar to’g’rilash-qoqish-rixtovkalash mashinasi mashinisti,Стрелкали ўтказмалар тўғрилаш-қоқиш-рихтовкалаш машинаси машинисти,Машинист выправочно-подбивочно-рихтовочной машины для стрелочных переводов,Strelkali ótkazmalar tóǵrilash-qoqish-rixtovkalash mashinası mashinisti,false
PROFESSION,11631,,Vagon va konteynerlarni ta’mirlash va ularga xizmat ko’rsatish bo’yicha operator,Вагон ва контейнерларни таъмирлаш ва уларга хизмат кўрсатиш бўйича оператор,Оператор по обслуживанию и ремонту вагонов и контейнеров,Vagon hám konteynerlardı ońlaw hám olarǵa xızmet kórsetiw boyınsha operator,false
PROFESSION,11632,,Markazlashtirish posti operatori,Марказлаштириш пости оператори,Оператор поста централизации,Markazlashtirish posti operatorı,false
PROFESSION,11633,,Vagonlarga texnik xizmat ko’rsatish punkti operatori,Вагонларга техник хизмат кўрсатиш пункти оператори,Оператор пункта технического обслуживания вагонов,Vagonlarga texnik xızmet kórsetiw punkti operatorı,false
PROFESSION,11634,,Saralash tepaligi operatori,Саралаш тепалиги оператори,Оператор сортировочной горки,Sortlaw tepaligi operatorı,false
PROFESSION,11635,,Vagon va konteynerlarni plombalovchi,Вагон ва контейнерларни пломбаловчи,Пломбировщик вагонов и контейнеров,Vagon hám konteynerlardı plombalawshı,false
PROFESSION,11732,,Resaykler mashinisti,Ресайклер машинисти,Машинист ресайклера,Resaykler mashinisti,false
PROFESSION,11637,,Poyezd tuzuvchi yordamchisi,Поезд тузувчи ёрдамчиси,Помощник составителя поездов,Poyız dúziwshi járdemshisi,false
PROFESSION,11638,,Temir yo’lchi (eskirgan nomi),Темир йўлчи (эскирган номи),Путеец (усаревшее наименование),Temir yólshı (eskirgan nomi),false
PROFESSION,11639,,Vagonlar xarakati tezligini muvofiqlashtiruvchi,Вагонлар харакати тезлигини мувофиқлаштирувчи,Регулировщик скорости движения вагонов,Vagonlar xarakati tezligini muvofiqlashtirıwshı,false
PROFESSION,11640,,Signalchi,Сигналчи,Сигналист,Signalshı,false
PROFESSION,11641,,Poyezd tuzuvchi,Поезд тузувчи,Составитель поездов,Poyız dúziwshi,false
PROFESSION,11642,,Stansiya ishchisi,Станция ишчиси,Станционный рабочий,Stanciya jumısshısı,false
PROFESSION,11643,,Strelkachi,Стрелкачи,Стрелочник,Strelkashı,false
PROFESSION,11760,,Havo-kanat yo’li vagonetkachisi,Ҳаво-канат йўли вагонеткачиси,Вагонетчик воздушно-канатной дороги,Hawa-kanat yóli vagonetkashısı,false
PROFESSION,11644,,Er osti vagonlarni ulovchi(ajratuvchi),Ер ости вагонларни уловчи(ажратувчи),Сцепщик (расцепщик) вагонов подземный,Jer osti vagonlardı ulovshı(ajıratıwshı),false
PROFESSION,11645,,Aeronas haydovchisi,Аэронас ҳайдовчиси,Водитель аэросаней,Aeronas aydawshısı,false
PROFESSION,11646,,Mototransport vositalari haydovchisi,Мототранспорт воситалари ҳайдовчиси,Водитель мототранспортных средств,Mototransport vositaları aydawshısı,false
